CustomerID;Title;FirstName;MiddleName;LastName;Suffix;AddressLine1;AddressLine2;City;StateProvinceName;CountryRegionName;PostalCode;PhoneNumber;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText
24957;NULL;Anna;A;Howard;NULL;8290 Margaret Ct.;NULL;Lakewood;California;United States;90712;869-555-0119;21/04/1965;Partial High School;Skilled Manual;F;M;1;2;1;2;55654;6/03/2017;1;50.98;YES
11867;NULL;Nathaniel;C;James;NULL;4268 Weaver Court;NULL;National City;California;United States;91950;112-555-0116;24/04/1980;High School;Manual;M;M;1;1;1;2;33167;6/03/2017;0;58.85;NO
11929;NULL;Virginia;NULL;Gonzalez;NULL;7566 Keller Ridge Dr.;NULL;St. Leonards;New South Wales;Australia;2065;1 (11) 500 555-0188;12/02/1966;Partial College;Management;F;S;1;3;0;1;107883;6/03/2017;1;52.81;YES
27994;NULL;Jodi;L;Rai;NULL;5680 Camelback Ct.;NULL;Beaverton;Oregon;United States;97005;622-555-0178;4/07/1957;High School;Clerical;F;M;1;1;2;2;80056;7/03/2017;1;53.16;YES
21068;NULL;Lawrence;B;Jimenez;NULL;5097 Bourton Ct.;NULL;Bury;England;United Kingdom;PE17;1 (11) 500 555-0119;28/01/1985;Partial High School;Skilled Manual;M;S;0;2;0;0;54577;6/03/2017;1;49.8;YES
26332;NULL;Aaron;W;Mitchell;NULL;3773 Lakefield Place;NULL;Lebanon;Oregon;United States;97355;116-555-0185;26/09/1986;Bachelors;Manual;M;M;0;0;1;1;36070;6/03/2017;1;59.05;YES
20232;NULL;Franklin;L;Chande;NULL;867 Calico Way;NULL;Hobart;Tasmania;Australia;7001;1 (11) 500 555-0166;11/05/1984;Bachelors;Skilled Manual;M;M;1;2;1;2;54049;6/03/2017;1;54.19;YES
15029;NULL;Alejandro;W;Ye;NULL;5572 Running Springs Road;NULL;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0199;4/06/1999;Partial College;Management;M;S;0;1;0;0;112726;6/03/2017;0;55.8;NO
28907;NULL;Blake;NULL;Jenkins;NULL;1156 Dublin Court;NULL;Runcorn;England;United Kingdom;TY31;1 (11) 500 555-0111;19/02/1971;Partial College;Manual;M;M;1;1;0;2;29749;6/03/2017;0;48.95;NO
11887;NULL;Joseph;NULL;White;NULL;8656 Lakespring Place;NULL;Coronado;California;United States;92118;149-555-0116;5/04/1978;Bachelors;Skilled Manual;M;M;1;2;2;2;56820;6/03/2017;1;55.26;YES
16809;NULL;Bailey;A;Sanders;NULL;3910 Fawn Glen Circle;NULL;Redwood City;California;United States;94063;532-555-0181;24/06/1970;Partial College;Management;F;S;1;3;0;0;102647;6/03/2017;1;51.75;YES
18033;NULL;Evelyn;W;Patel;NULL;Postfach 44 11 11;NULL;Solingen;Nordrhein-Westfalen;Germany;42651;1 (11) 500 555-0193;20/05/1996;Partial College;Clerical;F;S;0;2;0;0;82258;6/03/2017;1;51.48;YES
27605;NULL;Miguel;NULL;Martinez;NULL;5656 Via Delaware;NULL;Sedro Woolley;Washington;United States;98284;455-555-0163;22/01/1977;High School;Skilled Manual;M;M;1;1;2;2;54200;6/03/2017;1;55.34;YES
14106;NULL;Melissa;NULL;Hughes;NULL;9391 80th St;NULL;Oakland;California;United States;94611;976-555-0182;13/01/1996;Partial College;Skilled Manual;F;S;0;2;0;0;60908;6/03/2017;1;51.97;YES
29293;NULL;Nuan;NULL;Wu;NULL;7717 Amador Valley Blvd.;NULL;Hawthorne;Queensland;Australia;4171;1 (11) 500 555-0113;2/06/1987;Bachelors;Management;M;S;1;2;0;0;105007;6/03/2017;1;54.5;YES
17669;NULL;Olivia;N;Rivera;NULL;8490 Longbrood Way;NULL;Sedro Woolley;Washington;United States;98284;196-555-0192;10/10/1976;High School;Manual;F;M;1;0;1;1;32319;6/03/2017;1;48.12;YES
23540;NULL;Bruce;NULL;Lopez;NULL;324 Mepham Dr.;NULL;Gold Coast;Queensland;Australia;4217;1 (11) 500 555-0119;5/02/1982;Partial College;Skilled Manual;M;S;0;1;0;0;52311;6/03/2017;0;57.27;NO
19710;NULL;Arianna;S;Gonzales;NULL;7886 Ruth Drive;NULL;Port Hammond;British Columbia;Canada;V6B 3P7;223-555-0195;7/10/1980;Partial College;Clerical;F;S;1;2;0;0;82851;6/03/2017;0;54.25;NO
21495;NULL;James;NULL;Hughes;NULL;8225 Hidden Oak Ct;NULL;Olympia;Washington;United States;98501;525-555-0165;2/08/1971;High School;Manual;M;M;1;1;2;2;29111;6/03/2017;0;53.22;NO
14773;NULL;Noah;NULL;Ross;NULL;7, route de Marseille;NULL;Villeneuve-d'Ascq;Nord;France;59491;1 (11) 500 555-0136;27/04/1988;Graduate Degree;Clerical;M;M;1;1;1;1;81985;6/03/2017;1;52.19;YES
29082;NULL;Sabrina;L;Ramos;NULL;868 Aspen Dr.;NULL;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0143;22/01/1969;Partial High School;Manual;F;S;1;0;0;0;33954;6/03/2017;0;46.19;NO
14021;NULL;Michelle;NULL;Richardson;NULL;2676 Santa Fe Street;NULL;Kirkland;Washington;United States;98033;590-555-0195;2/11/1995;Partial College;Manual;F;S;0;0;0;0;29016;6/03/2017;0;45.76;NO
23689;NULL;Kayla;D;Hall;NULL;7034 Carson;NULL;West Covina;California;United States;91791;155-555-0190;26/02/1967;High School;Manual;F;M;1;0;1;2;33152;6/03/2017;1;50.02;YES
13485;NULL;Thomas;J;Allen;NULL;288 Almaden Dr.;NULL;Chula Vista;California;United States;91910;599-555-0119;25/10/1957;Graduate Degree;Clerical;M;M;1;1;2;2;80331;6/03/2017;1;53.77;YES
14179;NULL;Claudia;J;Xu;NULL;Lützowplatz 5538;NULL;Braunschweig;Nordrhein-Westfalen;Germany;38001;1 (11) 500 555-0140;26/04/1966;Bachelors;Clerical;F;S;1;1;1;1;79235;6/03/2017;0;51.62;NO
15084;NULL;Adrienne;NULL;Serrano;NULL;Winterfeldtstr 2529;NULL;Kassel;Hessen;Germany;34117;1 (11) 500 555-0186;20/09/1989;Graduate Degree;Manual;F;S;0;1;0;0;35390;6/03/2017;0;50.42;NO
27193;NULL;Daniel;V;Miller;NULL;6885 Auburn;NULL;Lincoln Acres;California;United States;91950;623-555-0156;18/05/1994;Graduate Degree;Professional;M;S;0;3;0;0;136457;6/03/2017;0;52.17;NO
20423;NULL;Alicia;H;Goel;NULL;7405 Jacqueline Drive;NULL;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0147;10/10/1972;High School;Skilled Manual;F;S;1;1;0;0;53549;6/03/2017;0;53.1;NO
18300;NULL;Diane;L;Ramos;NULL;3381 Paso Nogal;NULL;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0148;12/07/1981;Partial College;Clerical;F;M;1;0;1;2;85674;6/03/2017;1;50.64;YES
21781;NULL;Jared;NULL;Rivera;NULL;2096 Trinity Ave.;NULL;Lynnwood;Washington;United States;98036;432-555-0138;22/06/1967;Bachelors;Professional;M;M;1;3;0;2;129242;6/03/2017;1;52.48;YES
28780;NULL;Melissa;L;Griffin;NULL;1874 Orchid Ct;NULL;Seattle;Washington;United States;98104;844-555-0182;7/01/1976;Partial High School;Skilled Manual;F;M;1;1;2;2;61829;6/03/2017;1;52.85;YES
25162;NULL;Bryan;D;Morris;NULL;9634 S. Silver Spring;NULL;Torrance;California;United States;90505;729-555-0131;11/11/1984;Bachelors;Management;M;S;1;3;0;0;111980;6/03/2017;1;59.52;YES
26829;NULL;Morgan;NULL;Evans;NULL;Postfach 55 00 00;NULL;Bottrop;Nordrhein-Westfalen;Germany;46236;1 (11) 500 555-0110;23/09/1987;Bachelors;Skilled Manual;F;M;1;0;1;1;54675;7/03/2017;1;52.61;YES
11345;NULL;Robin;NULL;Ramos;NULL;6, rue de l´Esplanade;NULL;Tremblay-en-France;Seine Saint Denis;France;93290;1 (11) 500 555-0111;12/03/1977;Partial College;Management;F;S;1;3;0;0;106648;6/03/2017;1;53.81;YES
22539;NULL;Randall;D;Sanz;NULL;3001 Mt. Etna;NULL;Woolston;England;United Kingdom;WA1 4SY;1 (11) 500 555-0177;11/03/1993;Partial High School;Skilled Manual;M;S;0;1;0;0;58037;6/03/2017;0;52.65;NO
26226;NULL;Michele;C;Andersen;NULL;Zimmerstr 57;NULL;München;Nordrhein-Westfalen;Germany;80074;1 (11) 500 555-0182;22/11/1992;Partial College;Management;F;M;1;2;0;1;106062;6/03/2017;1;51.69;YES
22654;NULL;Orlando;NULL;Romero;NULL;8, rue de la Comédie;NULL;Colombes;Hauts de Seine;France;92700;1 (11) 500 555-0112;22/09/1985;High School;Manual;M;S;0;1;0;0;28008;6/03/2017;0;56.39;NO
20389;NULL;Lee;NULL;Romero;NULL;5627 Crystal Avenue;NULL;Ballard;Washington;United States;98107;461-555-0172;5/02/1960;Graduate Degree;Clerical;M;M;1;2;0;3;86828;6/03/2017;0;50.62;NO
27716;NULL;Albert;E;Ramos;NULL;9993 Oak Grove Rd.;NULL;Lavender Bay;New South Wales;Australia;2060;1 (11) 500 555-0145;3/10/1981;Partial College;Skilled Manual;M;S;0;2;0;0;61109;6/03/2017;1;57.61;YES
23670;NULL;Mya;D;Henderson;NULL;6985 Matterhorn Ct;NULL;Salem;Oregon;United States;97301;647-555-0186;5/12/1958;Graduate Degree;Manual;F;M;1;1;1;2;35142;6/03/2017;0;47.02;NO
28410;NULL;Cheryl;R;Gill;NULL;466 Ranch Road;NULL;Bracknell;England;United Kingdom;RG12 8TB;1 (11) 500 555-0121;21/04/1997;High School;Skilled Manual;F;M;0;2;0;0;59673;6/03/2017;0;48.54;NO
21755;NULL;Lucas;R;White;NULL;2581 Browse Ct;NULL;Coronado;California;United States;92118;703-555-0112;24/03/1963;Bachelors;Professional;M;M;1;3;1;2;133272;6/03/2017;1;56.63;YES
12254;NULL;Calvin;NULL;Deng;NULL;100, rue des Rosiers;NULL;Pantin;Seine Saint Denis;France;93500;1 (11) 500 555-0134;26/02/1963;Partial College;Clerical;M;S;1;3;0;1;81957;6/03/2017;0;50.09;NO
17082;NULL;Morgan;W;Smith;NULL;Moritzstr 32;NULL;Hamburg;Hamburg;Germany;20354;1 (11) 500 555-0129;23/05/1994;Partial College;Management;F;S;0;1;0;0;103314;6/03/2017;0;52.78;NO
25122;NULL;Susan;L;Zhao;NULL;5527 Liscome Way;NULL;Bendigo;Victoria;Australia;3550;1 (11) 500 555-0167;16/03/1987;Graduate Degree;Management;F;S;1;2;0;0;103546;6/03/2017;1;51.61;YES
25619;NULL;Rafael;C;Raji;NULL;65, avenue du Port;NULL;Tremblay-en-France;Seine Saint Denis;France;93290;1 (11) 500 555-0176;23/03/1988;Bachelors;Skilled Manual;M;M;0;0;1;1;58317;6/03/2017;1;48.05;YES
24940;NULL;Fernando;NULL;Martin;NULL;7559 Worth Ct.;NULL;Concord;California;United States;94519;327-555-0191;26/06/1960;Bachelors;Skilled Manual;M;M;1;2;0;2;55825;6/03/2017;0;48.53;NO
13117;NULL;Evelyn;NULL;Rodriguez;NULL;9236 Hanson Lane;NULL;Sydney;New South Wales;Australia;1002;1 (11) 500 555-0122;11/01/1986;Graduate Degree;Manual;F;S;0;1;0;0;36367;6/03/2017;0;48.33;NO
12460;NULL;Dominique;NULL;Malhotra;NULL;9838 Westchester Pl.;NULL;London;England;United Kingdom;W1Y 3RA;1 (11) 500 555-0140;23/11/1988;Bachelors;Management;F;S;0;2;0;0;107852;6/03/2017;1;54.89;YES
13619;NULL;Arturo;NULL;Xu;NULL;6111 Guadalajara;NULL;Rhodes;New South Wales;Australia;2138;1 (11) 500 555-0173;11/05/1996;Bachelors;Management;M;M;1;0;0;0;105888;6/03/2017;0;51.31;NO
23455;NULL;Jonathan;R;Perez;NULL;4217 Fairlane Place;NULL;Royal Oak;British Columbia;Canada;V8X;884-555-0158;14/03/1976;Partial High School;Manual;M;S;0;1;0;0;31956;6/03/2017;0;50.51;NO
20986;NULL;Brandi;L;Blanco;NULL;9669 Alhambra Court;NULL;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0171;27/04/1997;High School;Clerical;F;M;0;0;0;0;83026;6/03/2017;1;50.25;YES
26141;NULL;Jorge;NULL;Zhu;NULL;3632 Ramsay Circle;NULL;Townsville;Queensland;Australia;4810;1 (11) 500 555-0125;27/09/1986;Graduate Degree;Management;M;S;1;2;0;0;110808;6/03/2017;1;56.85;YES
19074;NULL;Colleen;NULL;Shen;NULL;9967, rue de Terre Neuve;NULL;Colomiers;Garonne (Haute);France;31770;1 (11) 500 555-0174;11/05/1968;Partial High School;Skilled Manual;F;M;1;1;2;2;51566;6/03/2017;1;50.94;YES
23214;NULL;Kaylee;W;James;NULL;6781 San Jose Ave;NULL;Lemon Grove;California;United States;91945;863-555-0157;21/11/1983;Bachelors;Professional;F;M;1;3;1;2;132962;6/03/2017;1;54.67;YES
11313;NULL;Trevor;NULL;Jenkins;NULL;4697 Yosemite Dr.;NULL;Port Orchard;Washington;United States;98366;120-555-0129;27/02/1973;Graduate Degree;Professional;M;S;1;2;0;0;135064;6/03/2017;1;55.61;YES
26113;NULL;Caitlin;L;Rivera;NULL;3598 Walnut Place;NULL;Oak Bay;British Columbia;Canada;V8P;177-555-0164;13/03/1973;Graduate Degree;Professional;F;S;1;2;0;0;135997;6/03/2017;1;54.2;YES
15865;NULL;Isabel;M;Price;NULL;2807 Charlotte Court;NULL;Palo Alto;California;United States;94303;806-555-0193;14/04/1991;High School;Skilled Manual;F;S;0;1;0;0;57770;6/03/2017;0;49.68;NO
25060;NULL;Noah;R;Martinez;NULL;6472 Loveridge Circle;NULL;Coronado;California;United States;92118;854-555-0195;17/01/1993;Bachelors;Management;M;S;0;1;0;0;113290;6/03/2017;0;54.55;NO
